Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-46680,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46681,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46682,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46683,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46686,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46687,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4669,5,2,Bug fixing / Maintenance,4,1,0,0,0,0,0,0,0,0
A-46690,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46694,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46696,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46697,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-467,6,2,Bug fixing / Maintenance,5,0,0,0,1,0,0,0,0,0
A-4670,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46703,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46704,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46708,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4671,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-46711,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46714,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46716,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-46718,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46719,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4672,31,7,Bug fixing / Maintenance,11,4,0,0,4,7,1,2,0,2
A-46727,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46728,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46729,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4673,1,1,Code Refactoring & Cleanup,0,0,1,0,0,0,0,0,0,0
A-46730,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46731,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46732,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46735,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46737,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46738,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46739,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4674,10,2,Bug fixing / Maintenance,7,0,0,0,0,3,0,0,0,0
A-46740,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46743,3,3,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,0
A-46744,2,1,Documentation,0,0,0,0,2,0,0,0,0,0
A-46745,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46746,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46748,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4675,50,9,Bug fixing / Maintenance,14,1,0,3,1,14,5,8,3,1
A-46750,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46755,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46758,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46759,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4676,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46762,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-46764,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46769,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4677,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46770,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46771,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46776,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46777,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4678,101,8,Documentation,13,23,0,3,32,18,8,1,0,3
A-46780,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46782,4,2,Bug fixing / Maintenance,3,1,0,0,0,0,0,0,0,0
A-46783,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46784,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46785,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4679,4,2,Feature / Improvement Implementation,1,0,0,0,0,3,0,0,0,0
A-46790,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46791,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46795,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46796,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-46798,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-46799,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-468,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-4680,4,3,Bug fixing / Maintenance,2,0,1,0,0,1,0,0,0,0
A-46802,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-46803,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46804,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46806,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46807,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4681,10,5,Bug fixing / Maintenance,4,2,0,1,0,1,0,0,0,2
A-46813,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46815,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46816,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46817,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46818,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46819,6,1,Bug fixing / Maintenance,6,0,0,0,0,0,0,0,0,0
A-4682,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46820,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46821,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46822,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46823,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46825,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-46826,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46827,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-46828,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46829,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4683,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46830,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46832,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46833,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46837,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46838,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46839,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4684,164,10,Bug fixing / Maintenance,74,20,2,5,19,30,5,1,1,7
A-46841,3,3,Bug fixing / Maintenance,1,0,0,0,1,0,0,1,0,0
A-46843,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46844,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46845,11,3,Bug fixing / Maintenance,5,0,0,0,0,3,0,0,0,3
A-46848,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-46849,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4685,4,3,Feature / Improvement Implementation,0,0,0,1,1,2,0,0,0,0
A-46850,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-46852,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46854,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46856,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46857,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-46858,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4686,32,6,Bug fixing / Maintenance,20,2,0,0,1,5,0,1,0,3
A-46862,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46863,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46864,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46867,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-46868,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46869,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4687,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-46872,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46873,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46874,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46876,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46878,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46879,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-4688,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-46886,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-46887,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46889,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4689,9,4,Feature / Improvement Implementation,1,0,0,1,0,4,3,0,0,0
A-46890,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46891,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46892,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-46893,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46894,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46895,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46896,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46897,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46899,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-469,50,6,Bug fixing / Maintenance,18,9,1,0,1,17,0,0,0,4
A-4690,13,3,Bug fixing / Maintenance,7,2,0,0,0,4,0,0,0,0
A-46900,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46901,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46902,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46903,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46904,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46905,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46906,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46907,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46908,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-46909,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4691,5,3,Bug fixing / Maintenance,2,0,0,0,1,2,0,0,0,0
A-46910,2,1,Build & Release Engineering,0,2,0,0,0,0,0,0,0,0
A-46911,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46912,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-46913,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46914,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46915,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46916,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46917,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46918,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4692,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-46920,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46921,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46922,3,2,Bug fixing / Maintenance,2,1,0,0,0,0,0,0,0,0
A-46923,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-46925,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46926,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46927,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46928,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-4693,23,4,Bug fixing / Maintenance,14,0,0,1,2,6,0,0,0,0
A-46930,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-46932,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46933,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-46934,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46935,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46936,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46937,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46939,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-4694,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46940,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46941,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46942,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46944,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46945,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-46947,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46948,6,3,Testing & Verification,1,0,0,0,0,2,0,0,0,3
A-4695,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46951,13,3,Bug fixing / Maintenance,8,1,0,0,0,4,0,0,0,0
A-46952,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46953,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46954,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46955,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46956,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-46957,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46958,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46959,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4696,5,3,Bug fixing / Maintenance,3,0,0,0,0,1,1,0,0,0
A-46960,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46962,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46963,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46964,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46965,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46967,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46969,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4697,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46970,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46971,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46972,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-46974,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46975,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46976,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46977,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46978,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46979,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4698,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46980,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46981,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46982,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46983,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46984,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46987,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-46988,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46989,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4699,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46991,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-46992,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46993,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46994,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-46995,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46996,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-46997,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46998,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-46999,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47,36,7,Feature / Improvement Implementation,5,1,0,5,1,22,0,1,0,1
A-470,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4700,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47001,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47002,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47003,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47004,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47005,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47006,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-47007,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47008,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-4701,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47010,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47011,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47012,4,3,Feature / Improvement Implementation,1,0,0,0,1,2,0,0,0,0
A-47013,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47014,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47016,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47017,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47018,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47019,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4702,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47020,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47021,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47023,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47024,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47025,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-47026,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47027,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47028,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4703,11,4,Bug fixing / Maintenance,5,0,0,0,1,4,1,0,0,0
A-47030,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47031,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47032,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47034,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47036,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47037,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47038,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47039,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-4704,9,1,Bug fixing / Maintenance,9,0,0,0,0,0,0,0,0,0
A-47040,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47041,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47042,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47043,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-47044,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47045,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47046,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47047,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47048,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47049,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4705,2,2,Build & Release Engineering,0,1,0,0,1,0,0,0,0,0
A-47051,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47054,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47055,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47056,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-47058,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-47059,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4706,5,2,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,0
A-47060,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47061,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47062,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-47063,4,2,Bug fixing / Maintenance,3,0,0,0,1,0,0,0,0,0
A-47065,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-47067,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47068,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47069,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-4707,5,3,Bug fixing / Maintenance,2,1,0,0,0,2,0,0,0,0
A-47070,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47071,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47072,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47073,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47074,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-47075,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47077,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47078,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47079,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-4708,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47080,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47081,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-47082,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47083,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47084,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47087,3,1,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,0
A-47088,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-4709,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-47090,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-47092,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47094,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47097,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-47098,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47099,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-471,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-4710,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47100,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-47102,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47109,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-4711,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-47110,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-47111,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47112,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-47116,1,1,Other,0,0,0,0,0,0,1,0,0,0
