assignee_code,assignee_id,skills,skill_scores,hourly_cost_usd,seniority_level
A-410,a85a5b13-22fe-4356-8369-c1d8e0f6b159,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,34;20;3;5;13;7;2;77,89.0,senior
A-411,05a48157-9298-4648-9983-555d667c6ad0,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,108;39;2;22;25;89;10;1;8;28,132.5,expert
A-412,8bf192d2-4afb-4359-bf1a-8970746f908c,Build & Release Engineering,1,28.0,junior
A-413,d54b9fa6-5db4-4386-8564-5c5edcd27374,Bug fixing / Maintenance,1,18.0,junior
A-414,db056436-81f3-4a53-9f7b-30422f9c5b8b,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Feature / Improvement Implementation,2;1;2;2,46.5,mid
A-415,edc23fbb-65f5-4438-9a7b-94092045f738,Bug fixing / Maintenance,3,18.0,junior
A-416,277da334-3f12-4c83-96fd-0a7ba0e8db02,Other,1,10.0,junior
A-417,989a907e-29be-4399-8910-53983997ee8d,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,74;17;4;6;13;42;11;2;3;16,132.5,expert
A-418,a22ae2bc-abb9-4ec8-91d0-10ec760d3d3e,Bug fixing / Maintenance;Feature / Improvement Implementation,3;4,24.0,junior
A-419,f06f038b-92c9-4d9e-b00d-8e550eadde2a,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,22;13;1;6;7;65;4;6,94.5,senior
A-42,86f1e77c-180c-47e3-a60b-9465d2b214b8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,27;4;5;1;26;23;3;2,84.0,senior
A-420,a6716133-b0ba-42cb-98e5-0e16ed9c4038,Bug fixing / Maintenance;Feature / Improvement Implementation,1;2,20.0,junior
A-43,53734899-52bc-4c99-bbc5-bae3a07ad153,Bug fixing / Maintenance;Feature / Improvement Implementation,3;3,24.0,junior
A-44,e5b307cc-d45c-49af-a7ee-0049aefda58e,Bug fixing / Maintenance,1,18.0,junior
A-45,d48c29bb-98f9-458e-b7c4-54e2751921fe,Feature / Improvement Implementation,2,22.0,junior
A-46,603fd136-a15c-4b1e-8818-ed2b6bfcbb29,Bug fixing / Maintenance;Feature / Improvement Implementation;Performance Optimization,1;2;1,35.0,mid
A-47,3acf9cc0-342e-4c43-b110-5cd55f468265,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Performance Optimization;Testing & Verification,5;1;5;1;22;1;1,75.5,senior
A-48,88fa0aa7-8296-4fbd-9042-30d32ae8ec87,Feature / Improvement Implementation;Performance Optimization,1;1,24.0,junior
A-49,de0a78b7-f75e-451e-a398-e15831886290,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation;Other,4;1;1;2,38.0,mid
A-5,c8100eea-3728-4128-8a07-34438879abbd,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,33;10;4;9;31;40;1;3;1;22,132.5,expert
A-50,703d2928-7e66-4dba-9861-f14fc80e822a,Build & Release Engineering;Feature / Improvement Implementation,2;3,29.5,junior
A-51,e0574b82-16fb-4b94-ad69-68408b3eb9f4,Bug fixing / Maintenance;Build & Release Engineering;Documentation,4;1;2,39.5,mid
A-52,603e5167-7fef-4606-8979-9ea398c63bde,Design & API Evolution;Feature / Improvement Implementation,1;1,26.0,junior
A-53,87a49420-2c21-44d7-a412-60c7036887af,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,57;27;8;8;20;17;3;9;21,130.5,expert
A-54,fd63fb5e-2bec-42e1-9dc5-1031d8aafbee,Bug fixing / Maintenance,1,18.0,junior
A-55,210b39a0-871e-4dd4-88ee-f155ebe1e81d,Documentation;Feature / Improvement Implementation,1;1,19.0,junior
A-56,22f8ba2f-d0e4-4fb4-8909-90a648a00440,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,10;1;3;1;4;3;1;3,70.0,senior
A-57,2c9f701a-2640-4e8b-990e-f94b925954e2,Design & API Evolution;Feature / Improvement Implementation,4;2,31.0,junior
A-58,d7118fab-0d8b-462f-b0b8-5619784384c3,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,26;6;1;2;3;14;1;1,82.0,senior
A-59,4a8466b4-0a1a-4376-87b5-f7d0249099fe,Bug fixing / Maintenance,1,18.0,junior
A-6,f00c4ce8-e2cf-4ee9-bd26-ce7def1c6313,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Project / General Task;Testing & Verification,23;3;3;2;3;1;9,70.0,senior
A-60,cf77897c-82b9-4fb2-9bc4-23307a0da041,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,4;11;1;5;13;1;6,68.0,senior
A-61,69bde144-bbfc-4dc7-ab7b-cf74f7f025ae,Bug fixing / Maintenance;Documentation;Testing & Verification,2;1;3,34.0,mid
A-62,8bda4a20-8cd2-4e91-8646-1e608f635353,Bug fixing / Maintenance,1,18.0,junior
A-63,446877af-c4aa-4c84-956a-b7d638a1cd6c,Feature / Improvement Implementation,1,22.0,junior
A-64,220cd9a1-dc81-468d-9c17-f7b23d2672cd,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,186;21;5;22;26;95;23;9;3;54,132.5,expert
A-65,8345c81f-d27c-4559-8922-62c8d1ba3c85,Bug fixing / Maintenance;Feature / Improvement Implementation;Performance Optimization,3;2;1,42.0,mid
A-66,41c955d8-2e6f-4ead-95f6-9b09e3d9a0d6,Bug fixing / Maintenance;Build & Release Engineering;Feature / Improvement Implementation,2;1;2,43.0,mid
A-67,a9d25c80-e18c-408e-a9f5-1de3d0b3914e,Design & API Evolution,1,30.0,junior
A-68,0ea34607-4dda-4495-8f55-3f64f7b5900f,Bug fixing / Maintenance;Design & API Evolution;Documentation;Testing & Verification,1;1;1;1,33.5,mid
A-69,a12f1d44-df7f-428e-b7f4-f2aff9874c11,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,82;44;16;11;49;71;12;1;85;67,132.5,expert
A-7,a9fc9a96-e948-4fb3-9f2d-a4052902bd93,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,66;3;14;14;14;1;15,92.5,senior
A-70,87cea5a1-671d-47a6-84c7-32d263230229,Bug fixing / Maintenance;Design & API Evolution;Feature / Improvement Implementation,6;1;3,44.5,mid
A-71,76459298-8440-41a4-a054-22516d6652e7,Feature / Improvement Implementation,1,22.0,junior
A-72,9ce15d06-b578-42d5-a0e1-ba5f5f9c28a8,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,467;85;7;37;33;200;2;1;4;41,132.5,expert
A-73,3d5ad6f2-41d8-4097-b8be-86255fbf1911,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation,18;2;4;2;6,50.0,mid
A-74,f4d45b60-d009-4549-a4a6-04acd4e2b281,Bug fixing / Maintenance;Design & API Evolution,4;2,28.5,junior
A-75,505e3f0a-e946-4b84-b2ec-f6a127c0d185,Bug fixing / Maintenance;Build & Release Engineering;Testing & Verification,1;1;4,42.0,mid
A-76,760e57fd-ef50-4632-a8d3-17cd2785b743,Bug fixing / Maintenance,1,18.0,junior
A-77,00fcbee7-ab3d-42cd-9955-4a033b48a90b,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Project / General Task;Testing & Verification,90;15;2;2;7;14;1;25;29,129.0,expert
A-78,4b7336ce-acdd-4e25-8e6c-1a0ece16339b,Bug fixing / Maintenance;Build & Release Engineering;Documentation;Project / General Task;Testing & Verification,12;1;1;2;10,42.0,mid
A-79,3c9bb687-74df-469a-b8c1-3480fcc2e99a,Bug fixing / Maintenance;Build & Release Engineering;Design & API Evolution;Documentation;Feature / Improvement Implementation;Testing & Verification,12;2;1;5;7;2,73.5,senior
A-8,5580d0cd-8e51-48dd-923b-a94a73605921,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Other,2;1;4;1,31.5,mid
A-80,444fa6fe-09c0-4e2e-98e4-9cf3659665b6,Bug fixing / Maintenance;Testing & Verification,2;2,19.0,junior
A-81,57280201-201e-4fe8-bc1e-16f1aaaa9457,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Project / General Task,7;1;5;1,33.0,mid
A-82,336b39ad-1226-4866-bd50-3008f615ed0a,Bug fixing / Maintenance,1,18.0,junior
A-83,0d2dbe85-127d-463a-bac6-c980bfafad5e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Project / General Task;Testing & Verification,77;26;1;19;10;69;1;3;5;5,132.5,expert
A-84,a82218af-75ff-47b4-acfa-3d9aa00ecf56,Bug fixing / Maintenance;Documentation;Feature / Improvement Implementation;Testing & Verification,2;1;2;5,36.0,mid
A-85,d3552a83-52be-48e9-b3c9-26911c52d5f0,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Performance Optimization;Testing & Verification,85;12;3;6;21;32;7;1;36,137.5,expert
A-86,af75fd4d-f6e0-449a-8312-5626dc44c17e,Bug fixing / Maintenance,2,18.0,junior
A-87,011a3cdf-da73-4f35-830c-51cec916e387,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,50;12;5;7;10;11;12;44,94.5,senior
A-88,ebdd796a-015a-4a23-b2cb-d30922d371df,Bug fixing / Maintenance;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation,8;4;1;2;6,48.5,mid
A-89,27bfa9e0-a993-4e03-b844-2515107d950c,Feature / Improvement Implementation,1,22.0,junior
A-9,ee9de9e9-2a30-42ab-93be-cb66bff5b17c,Bug fixing / Maintenance;Feature / Improvement Implementation,2;1,20.0,junior
A-90,dab8f596-6285-447e-abf7-e11597352d0d,Bug fixing / Maintenance;Feature / Improvement Implementation,11;1,24.0,junior
A-91,455a12c1-f191-4ff0-98e9-23c1ce312193,Bug fixing / Maintenance;Documentation;Other;Testing & Verification,4;1;1;2,30.5,mid
A-92,42831d29-67f6-43e2-af70-668008dbac10,Bug fixing / Maintenance,7,21.5,junior
A-93,e3a5e840-2254-4001-ace2-88bb840275dd,Bug fixing / Maintenance,3,18.0,junior
A-94,076a03ec-aa47-4ca0-988a-2573f8e4637f,Bug fixing / Maintenance,3,18.0,junior
A-95,6365cea4-672b-4355-bda4-f544bcb62113,Documentation,1,16.0,junior
A-96,1b0bbd80-8c4e-4ea1-9ff6-de2dfe0b4a0e,Bug fixing / Maintenance;Build & Release Engineering;Code Refactoring & Cleanup;Design & API Evolution;Documentation;Feature / Improvement Implementation;Other;Testing & Verification,21;2;1;2;1;4;5;12,69.5,senior
A-97,6c9b898f-6dae-40d9-9b47-2e9db1cf09cf,Bug fixing / Maintenance;Code Refactoring & Cleanup;Documentation;Feature / Improvement Implementation;Other,6;1;1;3;1,34.0,mid
A-98,729eae55-7007-4138-a83c-583b64399725,Bug fixing / Maintenance;Design & API Evolution;Documentation;Feature / Improvement Implementation,3;1;2;1,41.0,mid
A-99,bb3812ce-70ad-4d2b-8fd3-550fc6cebd77,Bug fixing / Maintenance;Feature / Improvement Implementation,1;1,20.0,junior
